user_id,touchpoint_order,total_touchpoints,channel,touchpoint_date,device,session_duration_sec,pages_viewed,converted,conversion_date,order_value
3691,2,2,Affiliate1,2025-05-31,Desktop,99,5,0,,
3692,1,6,Direct,2025-08-02,Mobile,52,4,1,2025-09-20,47.4
3692,2,6,Facebook,2025-08-02,Mobile,24,3,1,2025-09-20,47.4
3692,3,6,Email,2025-08-16,Desktop,34,4,1,2025-09-20,47.4
3692,4,6,Facebook,2025-08-30,Mobile,73,2,1,2025-09-20,47.4
3692,5,6,Facebook,2025-09-07,Mobile,52,3,1,2025-09-20,47.4
3692,6,6,Google,2025-09-13,Desktop,93,2,1,2025-09-20,47.4
3693,1,3,Facebook,2026-01-15,Mobile,46,4,0,,
3693,2,3,Google,2026-01-15,Desktop,81,1,0,,
3693,3,3,Google,2026-01-25,Desktop,109,2,0,,
3694,1,4,Google,2026-01-17,Mobile,87,2,0,,
3694,2,4,Google,2026-01-17,Mobile,70,1,0,,
3694,3,4,Email,2026-01-22,Desktop,43,2,0,,
3694,4,4,Google,2026-02-04,Desktop,139,5,0,,
3695,1,5,Affiliate1,2026-03-09,Mobile,30,1,0,,
3695,2,5,Affiliate1,2026-03-16,Mobile,49,3,0,,
3695,3,5,Google,2026-03-20,Mobile,85,4,0,,
3695,4,5,Google,2026-03-22,Desktop,41,4,0,,
3695,5,5,Direct,2026-03-23,Mobile,84,3,0,,
3696,1,2,Email,2024-09-13,Desktop,19,1,0,,
3696,2,2,Google,2024-09-22,Desktop,89,6,0,,
3697,1,3,Email,2024-10-28,Tablet,34,2,0,,
3697,2,3,Facebook,2024-11-11,Mobile,62,4,0,,
3697,3,3,Email,2024-11-21,Mobile,39,1,0,,
3698,1,1,Email,2024-06-07,Desktop,21,2,1,2024-06-11,25.04
3699,1,2,Facebook,2025-10-07,Desktop,65,1,0,,
3699,2,2,Google,2025-10-07,Desktop,78,6,0,,
3700,1,4,Direct,2024-11-05,Mobile,182,5,0,,
3700,2,4,Google,2024-11-05,Desktop,29,3,0,,
3700,3,4,Facebook,2024-11-18,Mobile,29,7,0,,
3700,4,4,Affiliate1,2024-11-18,Mobile,79,1,0,,
3701,1,1,Email,2025-12-21,Tablet,36,3,1,2026-01-04,22.72
3702,1,4,Affiliate1,2025-09-28,Mobile,77,2,0,,
3702,2,4,Email,2025-09-30,Mobile,37,2,0,,
3702,3,4,Facebook,2025-10-14,Mobile,38,5,0,,
3702,4,4,Google,2025-10-21,Mobile,54,4,0,,
3703,1,3,Affiliate1,2024-08-12,Mobile,41,2,1,2024-08-17,29.48
3703,2,3,Affiliate1,2024-08-15,Desktop,76,2,1,2024-08-17,29.48
3703,3,3,Google,2024-08-15,Mobile,46,5,1,2024-08-17,29.48
3704,1,1,Direct,2025-08-29,Desktop,111,1,1,2025-09-10,68.93
3705,1,2,Email,2025-10-30,Mobile,60,5,0,,
3705,2,2,Facebook,2025-11-04,Mobile,63,2,0,,
3706,1,6,Google,2026-01-25,Desktop,69,1,0,,
3706,2,6,Direct,2026-01-29,Mobile,54,3,0,,
3706,3,6,Affiliate1,2026-02-09,Mobile,58,5,0,,
3706,4,6,Google,2026-02-14,Desktop,77,8,0,,
3706,5,6,Google,2026-02-20,Mobile,59,1,0,,
3706,6,6,Google,2026-02-24,Tablet,86,3,0,,
3707,1,3,Google,2025-09-19,Desktop,80,1,0,,
3707,2,3,Direct,2025-09-21,Mobile,121,3,0,,
3707,3,3,Facebook,2025-09-23,Desktop,39,3,0,,
3708,1,2,Email,2024-12-14,Desktop,25,6,0,,
3708,2,2,Email,2024-12-22,Desktop,45,3,0,,
3709,1,8,Email,2024-02-29,Tablet,46,4,1,2024-04-03,134.4
3709,2,8,Facebook,2024-03-08,Desktop,35,3,1,2024-04-03,134.4
3709,3,8,Direct,2024-03-08,Mobile,107,3,1,2024-04-03,134.4
3709,4,8,Facebook,2024-03-13,Desktop,88,2,1,2024-04-03,134.4
3709,5,8,Email,2024-03-14,Desktop,50,1,1,2024-04-03,134.4
3709,6,8,Google,2024-03-15,Mobile,76,7,1,2024-04-03,134.4
3709,7,8,Email,2024-03-23,Mobile,28,3,1,2024-04-03,134.4
3709,8,8,Affiliate1,2024-03-25,Mobile,63,1,1,2024-04-03,134.4
3710,1,5,Direct,2025-06-07,Desktop,46,4,0,,
3710,2,5,Email,2025-06-13,Desktop,40,5,0,,
3710,3,5,Email,2025-06-26,Tablet,35,3,0,,
3710,4,5,Email,2025-07-01,Mobile,47,3,0,,
3710,5,5,Email,2025-07-13,Mobile,42,2,0,,
3711,1,3,Google,2025-01-23,Desktop,86,5,0,,
3711,2,3,Google,2025-01-25,Mobile,77,3,0,,
3711,3,3,Affiliate1,2025-02-02,Mobile,50,4,0,,
3712,1,5,Facebook,2024-01-29,Desktop,40,2,0,,
3712,2,5,Facebook,2024-02-12,Mobile,43,2,0,,
3712,3,5,Affiliate1,2024-02-23,Desktop,93,4,0,,
3712,4,5,Google,2024-03-07,Mobile,65,4,0,,
3712,5,5,Google,2024-03-10,Mobile,91,1,0,,
3713,1,4,Google,2025-08-09,Mobile,72,7,0,,
3713,2,4,Affiliate1,2025-08-21,Desktop,23,4,0,,
3713,3,4,Email,2025-08-22,Desktop,40,2,0,,
3713,4,4,Email,2025-08-23,Desktop,51,2,0,,
3714,1,3,Google,2025-08-01,Mobile,79,1,0,,
3714,2,3,Google,2025-08-05,Mobile,117,5,0,,
3714,3,3,Google,2025-08-12,Mobile,50,8,0,,
3715,1,3,Google,2025-03-04,Mobile,5,3,0,,
3715,2,3,Affiliate1,2025-03-12,Desktop,97,4,0,,
3715,3,3,Facebook,2025-03-14,Mobile,49,1,0,,
3716,1,5,Email,2025-06-24,Mobile,39,1,0,,
3716,2,5,Google,2025-06-25,Desktop,48,3,0,,
3716,3,5,Direct,2025-07-06,Desktop,129,9,0,,
3716,4,5,Email,2025-07-19,Desktop,38,1,0,,
3716,5,5,Google,2025-07-24,Mobile,63,2,0,,
3717,1,3,Facebook,2026-02-23,Mobile,54,2,0,,
3717,2,3,Facebook,2026-02-25,Desktop,24,3,0,,
3717,3,3,Google,2026-02-26,Desktop,92,3,0,,
3718,1,2,Affiliate1,2024-03-13,Desktop,48,3,0,,
3718,2,2,Affiliate1,2024-03-20,Mobile,108,2,0,,
3719,1,2,Facebook,2025-12-30,Desktop,51,2,0,,
3719,2,2,Email,2026-01-05,Desktop,31,1,0,,
3720,1,3,Facebook,2024-02-11,Desktop,22,3,0,,
3720,2,3,Google,2024-02-13,Mobile,56,1,0,,
3720,3,3,Google,2024-02-16,Mobile,105,2,0,,
3721,1,4,Email,2025-05-01,Mobile,58,1,0,,
3721,2,4,Google,2025-05-01,Mobile,82,5,0,,
3721,3,4,Facebook,2025-05-15,Mobile,27,2,0,,
3721,4,4,Affiliate1,2025-05-25,Desktop,103,3,0,,
3722,1,8,Google,2024-06-16,Mobile,54,2,0,,
3722,2,8,Facebook,2024-06-21,Mobile,40,4,0,,
3722,3,8,Facebook,2024-07-04,Desktop,28,3,0,,
3722,4,8,Affiliate1,2024-07-10,Desktop,56,2,0,,
3722,5,8,Google,2024-07-12,Mobile,151,4,0,,
3722,6,8,Google,2024-07-18,Desktop,71,3,0,,
3722,7,8,Google,2024-07-25,Tablet,57,1,0,,
3722,8,8,Facebook,2024-07-28,Mobile,34,1,0,,
3723,1,6,Facebook,2025-10-21,Desktop,45,2,1,2025-11-27,93.04
3723,2,6,Affiliate1,2025-10-22,Tablet,58,3,1,2025-11-27,93.04
3723,3,6,Facebook,2025-10-24,Tablet,36,3,1,2025-11-27,93.04
3723,4,6,Facebook,2025-11-06,Desktop,42,1,1,2025-11-27,93.04
3723,5,6,Facebook,2025-11-07,Mobile,56,3,1,2025-11-27,93.04
3723,6,6,Google,2025-11-21,Desktop,85,2,1,2025-11-27,93.04
3724,1,4,Facebook,2024-01-04,Mobile,60,3,0,,
3724,2,4,Affiliate1,2024-01-17,Mobile,53,2,0,,
3724,3,4,Affiliate1,2024-01-21,Mobile,23,1,0,,
3724,4,4,Email,2024-02-02,Tablet,42,2,0,,
3725,1,6,Google,2025-09-23,Desktop,85,2,0,,
3725,2,6,Google,2025-10-04,Desktop,92,2,0,,
3725,3,6,Direct,2025-10-10,Mobile,62,4,0,,
3725,4,6,Facebook,2025-10-16,Desktop,54,2,0,,
3725,5,6,Facebook,2025-10-19,Desktop,35,4,0,,
3725,6,6,Direct,2025-10-22,Mobile,109,5,0,,
3726,1,3,Affiliate1,2025-02-22,Desktop,73,1,0,,
3726,2,3,Email,2025-03-07,Mobile,34,2,0,,
3726,3,3,Direct,2025-03-18,Desktop,204,3,0,,
3727,1,3,Affiliate1,2025-03-11,Mobile,37,2,1,2025-04-04,56.8
3727,2,3,Facebook,2025-03-18,Mobile,30,2,1,2025-04-04,56.8
3727,3,3,Google,2025-03-24,Mobile,56,4,1,2025-04-04,56.8
3728,1,7,Email,2025-05-04,Mobile,37,3,0,,
3728,2,7,Direct,2025-05-08,Mobile,188,6,0,,
3728,3,7,Email,2025-05-12,Mobile,30,2,0,,
3728,4,7,Facebook,2025-05-24,Mobile,57,3,0,,
3728,5,7,Google,2025-05-25,Desktop,79,3,0,,
3728,6,7,Google,2025-05-30,Desktop,5,6,0,,
3728,7,7,Direct,2025-06-10,Mobile,151,9,0,,
3729,1,1,Direct,2024-02-11,Mobile,105,2,0,,
3730,1,2,Facebook,2024-06-17,Mobile,39,2,0,,
3730,2,2,Facebook,2024-06-29,Mobile,55,3,0,,
3731,1,4,Facebook,2024-12-07,Mobile,24,2,0,,
3731,2,4,Facebook,2024-12-14,Desktop,41,3,0,,
3731,3,4,Email,2024-12-18,Mobile,40,6,0,,
3731,4,4,Google,2024-12-21,Mobile,61,3,0,,
3732,1,5,Google,2024-06-26,Mobile,87,1,0,,
3732,2,5,Facebook,2024-06-29,Tablet,78,1,0,,
3732,3,5,Facebook,2024-07-03,Tablet,34,1,0,,
3732,4,5,Google,2024-07-12,Desktop,85,4,0,,
3732,5,5,Facebook,2024-07-17,Desktop,57,1,0,,
3733,1,7,Email,2024-05-21,Mobile,48,2,0,,
3733,2,7,Google,2024-05-27,Mobile,76,1,0,,
3733,3,7,Google,2024-06-04,Desktop,77,2,0,,
3733,4,7,Facebook,2024-06-07,Mobile,5,4,0,,
3733,5,7,Google,2024-06-11,Mobile,50,2,0,,
3733,6,7,Direct,2024-06-20,Tablet,65,2,0,,
3733,7,7,Google,2024-07-04,Mobile,110,3,0,,
3734,1,2,Affiliate1,2024-06-06,Mobile,48,2,0,,
3734,2,2,Google,2024-06-19,Mobile,94,4,0,,
3735,1,9,Email,2025-11-23,Desktop,49,3,0,,
3735,2,9,Direct,2025-12-01,Desktop,95,2,0,,
3735,3,9,Google,2025-12-14,Mobile,51,3,0,,
3735,4,9,Affiliate1,2025-12-20,Tablet,52,1,0,,
3735,5,9,Facebook,2025-12-25,Mobile,41,1,0,,
3735,6,9,Facebook,2026-01-07,Mobile,36,2,0,,
3735,7,9,Google,2026-01-21,Desktop,75,3,0,,
3735,8,9,Facebook,2026-02-01,Mobile,34,5,0,,
3735,9,9,Email,2026-02-15,Mobile,51,3,0,,
3736,1,3,Google,2025-01-27,Mobile,73,10,0,,
3736,2,3,Direct,2025-01-27,Desktop,200,3,0,,
3736,3,3,Facebook,2025-01-27,Mobile,52,2,0,,
3737,1,2,Affiliate1,2024-07-29,Mobile,53,1,1,2024-08-23,121.43
3737,2,2,Direct,2024-08-11,Tablet,222,4,1,2024-08-23,121.43
3738,1,5,Email,2025-10-02,Desktop,38,5,0,,
3738,2,5,Email,2025-10-08,Desktop,26,1,0,,
3738,3,5,Affiliate1,2025-10-17,Desktop,56,1,0,,
3738,4,5,Google,2025-10-31,Desktop,82,2,0,,
3738,5,5,Facebook,2025-11-01,Mobile,58,1,0,,
3739,1,4,Google,2024-09-01,Mobile,123,5,0,,
3739,2,4,Google,2024-09-07,Mobile,131,2,0,,
3739,3,4,Email,2024-09-17,Tablet,29,2,0,,
3739,4,4,Google,2024-09-27,Desktop,89,1,0,,
3740,1,2,Google,2025-02-04,Mobile,41,6,0,,
3740,2,2,Affiliate1,2025-02-04,Desktop,86,4,0,,
3741,1,1,Email,2025-08-16,Mobile,29,1,0,,
3742,1,1,Direct,2024-06-19,Desktop,171,1,0,,
3743,1,4,Facebook,2024-04-12,Mobile,60,2,1,2024-05-15,42.98
3743,2,4,Facebook,2024-04-17,Desktop,30,3,1,2024-05-15,42.98
3743,3,4,Google,2024-04-26,Mobile,85,4,1,2024-05-15,42.98
3743,4,4,Google,2024-04-29,Desktop,129,1,1,2024-05-15,42.98
3744,1,2,Facebook,2025-09-07,Mobile,45,1,0,,
3744,2,2,Affiliate1,2025-09-21,Desktop,36,1,0,,
3745,1,4,Google,2024-02-24,Mobile,63,4,0,,
3745,2,4,Direct,2024-03-03,Desktop,135,4,0,,
3745,3,4,Direct,2024-03-16,Desktop,70,2,0,,
3745,4,4,Facebook,2024-03-24,Mobile,5,2,0,,
3746,1,3,Affiliate1,2025-12-17,Desktop,22,1,0,,
3746,2,3,Google,2025-12-30,Mobile,117,2,0,,
3746,3,3,Facebook,2026-01-11,Desktop,19,1,0,,
3747,1,8,Facebook,2025-09-09,Mobile,63,3,0,,
3747,2,8,Affiliate1,2025-09-16,Mobile,51,3,0,,
3747,3,8,Google,2025-09-16,Mobile,42,2,0,,
3747,4,8,Google,2025-09-26,Desktop,93,2,0,,
3747,5,8,Facebook,2025-10-02,Mobile,60,1,0,,
3747,6,8,Affiliate1,2025-10-12,Desktop,24,1,0,,
3747,7,8,Email,2025-10-25,Mobile,34,3,0,,
3747,8,8,Direct,2025-11-07,Mobile,147,4,0,,
3748,1,6,Affiliate1,2024-05-15,Tablet,62,2,0,,
3748,2,6,Facebook,2024-05-19,Desktop,67,1,0,,
3748,3,6,Facebook,2024-05-22,Desktop,77,3,0,,
3748,4,6,Direct,2024-06-01,Desktop,134,5,0,,
3748,5,6,Email,2024-06-01,Desktop,30,1,0,,
3748,6,6,Google,2024-06-13,Mobile,72,2,0,,
3749,1,4,Affiliate1,2024-07-10,Desktop,82,2,0,,
3749,2,4,Email,2024-07-12,Desktop,31,1,0,,
3749,3,4,Facebook,2024-07-17,Desktop,26,3,0,,
3749,4,4,Affiliate1,2024-07-22,Mobile,56,1,0,,
3750,1,3,Google,2024-07-28,Mobile,90,1,0,,
3750,2,3,Google,2024-08-02,Tablet,55,5,0,,
3750,3,3,Affiliate1,2024-08-14,Mobile,43,1,0,,
3751,1,10,Email,2024-11-21,Desktop,20,5,1,2025-02-21,36.71
3751,2,10,Facebook,2024-12-01,Mobile,36,2,1,2025-02-21,36.71
3751,3,10,Facebook,2024-12-03,Desktop,25,1,1,2025-02-21,36.71
3751,4,10,Affiliate1,2024-12-16,Mobile,116,3,1,2025-02-21,36.71
3751,5,10,Google,2024-12-23,Mobile,68,6,1,2025-02-21,36.71
3751,6,10,Facebook,2024-12-31,Desktop,60,5,1,2025-02-21,36.71
3751,7,10,Google,2025-01-09,Mobile,43,4,1,2025-02-21,36.71
3751,8,10,Affiliate1,2025-01-22,Mobile,40,3,1,2025-02-21,36.71
3751,9,10,Email,2025-01-24,Desktop,29,3,1,2025-02-21,36.71
3751,10,10,Facebook,2025-02-06,Desktop,19,5,1,2025-02-21,36.71
3752,1,1,Affiliate1,2024-11-17,Desktop,39,2,0,,
3753,1,5,Facebook,2024-04-20,Mobile,44,3,0,,
3753,2,5,Affiliate1,2024-04-25,Desktop,84,1,0,,
3753,3,5,Direct,2024-05-04,Desktop,174,6,0,,
3753,4,5,Direct,2024-05-15,Desktop,198,2,0,,
3753,5,5,Email,2024-05-24,Mobile,25,2,0,,
3754,1,4,Facebook,2024-12-27,Desktop,75,2,0,,
3754,2,4,Google,2024-12-27,Mobile,72,2,0,,
3754,3,4,Google,2025-01-10,Mobile,70,4,0,,
3754,4,4,Facebook,2025-01-11,Desktop,45,2,0,,
3755,1,2,Affiliate1,2025-02-08,Mobile,9,4,0,,
3755,2,2,Email,2025-02-20,Desktop,32,1,0,,
3756,1,4,Facebook,2025-05-24,Desktop,68,7,0,,
3756,2,4,Facebook,2025-06-01,Mobile,59,4,0,,
3756,3,4,Facebook,2025-06-15,Desktop,34,4,0,,
3756,4,4,Direct,2025-06-16,Mobile,107,4,0,,
3757,1,5,Affiliate1,2025-09-05,Mobile,59,2,0,,
3757,2,5,Affiliate1,2025-09-07,Tablet,20,1,0,,
3757,3,5,Direct,2025-09-21,Desktop,124,4,0,,
3757,4,5,Email,2025-09-29,Mobile,13,1,0,,
3757,5,5,Direct,2025-10-08,Desktop,109,3,0,,
3758,1,2,Facebook,2024-02-21,Mobile,48,6,0,,
3758,2,2,Direct,2024-02-27,Mobile,99,3,0,,
3759,1,3,Email,2024-05-18,Tablet,34,5,0,,
3759,2,3,Email,2024-05-20,Mobile,28,3,0,,
3759,3,3,Email,2024-06-03,Desktop,37,2,0,,
3760,1,1,Direct,2025-07-11,Desktop,140,4,0,,
3761,1,1,Facebook,2024-02-01,Mobile,79,1,1,2024-02-06,35.48
3762,1,4,Facebook,2024-02-20,Desktop,50,1,0,,
3762,2,4,Facebook,2024-03-03,Mobile,40,4,0,,
3762,3,4,Affiliate1,2024-03-05,Desktop,96,2,0,,
3762,4,4,Facebook,2024-03-06,Mobile,11,3,0,,
3763,1,3,Facebook,2024-04-29,Mobile,19,2,0,,
3763,2,3,Google,2024-04-30,Mobile,78,5,0,,
3763,3,3,Affiliate1,2024-05-12,Mobile,62,1,0,,
3764,1,1,Google,2025-05-11,Mobile,115,2,1,2025-05-27,57.95
3765,1,1,Facebook,2025-09-11,Mobile,51,3,1,2025-09-21,67.14
3766,1,4,Affiliate1,2024-04-22,Desktop,60,1,0,,
3766,2,4,Facebook,2024-05-02,Mobile,27,1,0,,
3766,3,4,Google,2024-05-02,Desktop,43,1,0,,
3766,4,4,Email,2024-05-09,Mobile,7,2,0,,
3767,1,2,Email,2024-05-09,Desktop,38,3,0,,
3767,2,2,Affiliate1,2024-05-20,Desktop,43,2,0,,
3768,1,5,Google,2025-12-10,Mobile,97,3,0,,
3768,2,5,Facebook,2025-12-19,Tablet,39,1,0,,
3768,3,5,Email,2025-12-23,Mobile,58,2,0,,
3768,4,5,Facebook,2025-12-27,Mobile,47,4,0,,
3768,5,5,Google,2025-12-28,Desktop,84,4,0,,
3769,1,4,Affiliate1,2025-11-10,Desktop,54,2,1,2025-11-28,33.1
3769,2,4,Google,2025-11-11,Mobile,58,3,1,2025-11-28,33.1
3769,3,4,Direct,2025-11-16,Mobile,109,1,1,2025-11-28,33.1
3769,4,4,Email,2025-11-26,Mobile,18,2,1,2025-11-28,33.1
3770,1,3,Affiliate1,2025-06-06,Desktop,5,4,0,,
3770,2,3,Affiliate1,2025-06-11,Mobile,83,4,0,,
3770,3,3,Google,2025-06-20,Desktop,72,4,0,,
3771,1,8,Email,2025-05-19,Mobile,24,1,1,2025-07-10,56.84
3771,2,8,Google,2025-05-27,Mobile,92,2,1,2025-07-10,56.84
3771,3,8,Google,2025-05-31,Desktop,99,4,1,2025-07-10,56.84
3771,4,8,Google,2025-06-08,Mobile,44,3,1,2025-07-10,56.84
3771,5,8,Direct,2025-06-10,Mobile,162,1,1,2025-07-10,56.84
3771,6,8,Direct,2025-06-16,Desktop,184,5,1,2025-07-10,56.84
3771,7,8,Google,2025-06-29,Mobile,135,7,1,2025-07-10,56.84
3771,8,8,Email,2025-07-02,Mobile,57,1,1,2025-07-10,56.84
3772,1,5,Email,2025-01-04,Tablet,23,4,0,,
3772,2,5,Google,2025-01-12,Mobile,199,7,0,,
3772,3,5,Google,2025-01-17,Tablet,35,5,0,,
3772,4,5,Google,2025-01-26,Mobile,85,1,0,,
3772,5,5,Direct,2025-02-08,Desktop,126,2,0,,
3773,1,5,Google,2026-03-16,Mobile,115,6,0,,
3773,2,5,Facebook,2026-03-17,Mobile,30,4,0,,
3773,3,5,Facebook,2026-03-31,Mobile,80,1,0,,
3773,4,5,Google,2026-04-13,Desktop,55,7,0,,
3773,5,5,Email,2026-04-24,Mobile,52,2,0,,
3774,1,5,Facebook,2025-04-01,Mobile,62,1,0,,
3774,2,5,Affiliate1,2025-04-04,Tablet,74,2,0,,
3774,3,5,Direct,2025-04-08,Mobile,128,4,0,,
3774,4,5,Google,2025-04-12,Mobile,44,5,0,,
3774,5,5,Email,2025-04-25,Mobile,35,2,0,,
3775,1,5,Facebook,2025-01-05,Mobile,55,4,1,2025-02-01,26.59
3775,2,5,Google,2025-01-10,Mobile,96,3,1,2025-02-01,26.59
3775,3,5,Affiliate1,2025-01-10,Desktop,63,1,1,2025-02-01,26.59
3775,4,5,Facebook,2025-01-17,Tablet,72,3,1,2025-02-01,26.59
3775,5,5,Email,2025-01-25,Mobile,11,5,1,2025-02-01,26.59
3776,1,4,Email,2025-11-23,Tablet,30,2,0,,
3776,2,4,Facebook,2025-12-01,Mobile,40,3,0,,
3776,3,4,Affiliate1,2025-12-03,Mobile,68,3,0,,
3776,4,4,Google,2025-12-06,Mobile,31,2,0,,
3777,1,2,Google,2024-02-24,Mobile,95,6,0,,
3777,2,2,Facebook,2024-02-29,Mobile,14,1,0,,
3778,1,6,Google,2025-05-11,Desktop,106,5,0,,
3778,2,6,Affiliate1,2025-05-21,Mobile,58,6,0,,
3778,3,6,Google,2025-05-21,Mobile,86,4,0,,
3778,4,6,Facebook,2025-05-28,Mobile,6,4,0,,
3778,5,6,Google,2025-05-28,Mobile,77,1,0,,
3778,6,6,Email,2025-06-11,Mobile,33,2,0,,
3779,1,5,Google,2024-10-12,Desktop,46,6,0,,
3779,2,5,Facebook,2024-10-15,Desktop,19,3,0,,
3779,3,5,Google,2024-10-26,Mobile,52,4,0,,
3779,4,5,Email,2024-10-26,Mobile,33,3,0,,
3779,5,5,Facebook,2024-11-06,Mobile,52,2,0,,
3780,1,3,Facebook,2024-07-09,Mobile,21,2,0,,
3780,2,3,Email,2024-07-21,Tablet,47,3,0,,
3780,3,3,Google,2024-07-31,Desktop,67,5,0,,
3781,1,4,Email,2025-05-27,Desktop,28,1,0,,
3781,2,4,Affiliate1,2025-06-05,Tablet,67,2,0,,
3781,3,4,Email,2025-06-13,Mobile,55,4,0,,
3781,4,4,Direct,2025-06-25,Desktop,113,4,0,,
3782,1,2,Google,2025-09-18,Desktop,86,3,0,,
3782,2,2,Direct,2025-09-28,Desktop,188,8,0,,
3783,1,2,Email,2024-09-10,Desktop,40,4,0,,
3783,2,2,Google,2024-09-10,Mobile,86,5,0,,
3784,1,6,Email,2024-03-16,Mobile,43,2,0,,
3784,2,6,Google,2024-03-21,Desktop,100,3,0,,
3784,3,6,Google,2024-03-30,Tablet,52,3,0,,
3784,4,6,Facebook,2024-04-03,Mobile,33,1,0,,
3784,5,6,Facebook,2024-04-04,Desktop,36,2,0,,
3784,6,6,Google,2024-04-09,Mobile,90,4,0,,
3785,1,2,Affiliate1,2025-01-03,Desktop,82,4,0,,
3785,2,2,Google,2025-01-13,Desktop,64,2,0,,
3786,1,5,Google,2024-04-11,Mobile,126,3,1,2024-04-28,97.5
3786,2,5,Facebook,2024-04-11,Tablet,44,1,1,2024-04-28,97.5
3786,3,5,Facebook,2024-04-13,Desktop,26,2,1,2024-04-28,97.5
3786,4,5,Facebook,2024-04-23,Desktop,29,1,1,2024-04-28,97.5
3786,5,5,Google,2024-04-23,Desktop,70,2,1,2024-04-28,97.5
3787,1,3,Google,2024-07-03,Mobile,75,2,0,,
3787,2,3,Facebook,2024-07-03,Mobile,41,5,0,,
3787,3,3,Direct,2024-07-04,Desktop,74,4,0,,
3788,1,4,Facebook,2025-05-09,Mobile,33,3,1,2025-06-14,14.07
3788,2,4,Affiliate1,2025-05-12,Mobile,63,1,1,2025-06-14,14.07
3788,3,4,Direct,2025-05-21,Mobile,63,1,1,2025-06-14,14.07
3788,4,4,Email,2025-05-31,Mobile,44,1,1,2025-06-14,14.07
3789,1,2,Google,2024-07-30,Mobile,72,5,0,,
3789,2,2,Direct,2024-08-01,Desktop,13,3,0,,
3790,1,5,Google,2024-11-04,Desktop,56,1,1,2024-12-06,19.88
3790,2,5,Google,2024-11-15,Mobile,76,3,1,2024-12-06,19.88
3790,3,5,Facebook,2024-11-24,Mobile,33,1,1,2024-12-06,19.88
3790,4,5,Google,2024-11-25,Mobile,94,2,1,2024-12-06,19.88
3790,5,5,Google,2024-11-30,Desktop,87,4,1,2024-12-06,19.88
3791,1,7,Affiliate1,2024-02-07,Tablet,55,2,0,,
3791,2,7,Facebook,2024-02-16,Desktop,54,3,0,,
3791,3,7,Email,2024-02-24,Mobile,41,6,0,,
3791,4,7,Affiliate1,2024-03-05,Desktop,80,1,0,,
3791,5,7,Facebook,2024-03-17,Mobile,31,2,0,,
3791,6,7,Google,2024-03-19,Tablet,90,1,0,,
3791,7,7,Email,2024-04-02,Mobile,45,3,0,,
3792,1,1,Google,2024-10-29,Desktop,30,2,1,2024-11-04,13.81
3793,1,4,Facebook,2024-04-29,Desktop,29,3,0,,
3793,2,4,Facebook,2024-05-11,Desktop,22,3,0,,
3793,3,4,Facebook,2024-05-16,Mobile,42,4,0,,
3793,4,4,Direct,2024-05-29,Mobile,91,4,0,,
3794,1,4,Google,2024-01-23,Desktop,102,3,0,,
3794,2,4,Facebook,2024-02-02,Mobile,41,5,0,,
3794,3,4,Google,2024-02-12,Desktop,111,4,0,,
3794,4,4,Facebook,2024-02-16,Mobile,76,1,0,,
3795,1,6,Email,2024-12-19,Desktop,35,3,0,,
3795,2,6,Google,2025-01-01,Desktop,80,3,0,,
3795,3,6,Google,2025-01-10,Desktop,54,2,0,,
3795,4,6,Google,2025-01-11,Mobile,106,2,0,,
3795,5,6,Affiliate1,2025-01-15,Desktop,70,3,0,,
3795,6,6,Affiliate1,2025-01-17,Desktop,27,3,0,,
3796,1,3,Facebook,2024-07-13,Mobile,46,4,1,2024-07-26,37.86
3796,2,3,Facebook,2024-07-14,Mobile,41,2,1,2024-07-26,37.86
3796,3,3,Direct,2024-07-14,Desktop,85,1,1,2024-07-26,37.86
3797,1,9,Google,2024-03-07,Mobile,36,5,0,,
3797,2,9,Affiliate1,2024-03-10,Desktop,67,1,0,,
3797,3,9,Affiliate1,2024-03-21,Mobile,48,1,0,,
3797,4,9,Facebook,2024-03-27,Tablet,75,3,0,,
3797,5,9,Google,2024-03-29,Mobile,21,5,0,,
3797,6,9,Affiliate1,2024-04-07,Mobile,64,3,0,,
3797,7,9,Affiliate1,2024-04-18,Mobile,43,1,0,,
3797,8,9,Google,2024-04-20,Desktop,23,2,0,,
3797,9,9,Facebook,2024-05-04,Mobile,33,2,0,,
3798,1,1,Email,2025-12-22,Mobile,32,4,1,2026-01-04,152.08
3799,1,7,Google,2024-12-07,Desktop,103,4,1,2025-01-19,69.48
3799,2,7,Facebook,2024-12-21,Mobile,63,4,1,2025-01-19,69.48
3799,3,7,Email,2024-12-26,Desktop,48,3,1,2025-01-19,69.48
3799,4,7,Email,2024-12-26,Desktop,15,2,1,2025-01-19,69.48
3799,5,7,Facebook,2025-01-01,Desktop,34,1,1,2025-01-19,69.48
3799,6,7,Affiliate1,2025-01-06,Desktop,10,4,1,2025-01-19,69.48
3799,7,7,Affiliate1,2025-01-18,Mobile,14,2,1,2025-01-19,69.48
3800,1,4,Google,2024-06-15,Desktop,76,7,1,2024-08-02,177.41
3800,2,4,Facebook,2024-06-23,Mobile,40,1,1,2024-08-02,177.41
3800,3,4,Facebook,2024-07-07,Desktop,89,1,1,2024-08-02,177.41
3800,4,4,Google,2024-07-16,Mobile,90,4,1,2024-08-02,177.41
3801,1,2,Facebook,2025-05-16,Mobile,5,1,0,,
3801,2,2,Direct,2025-05-25,Mobile,5,9,0,,
